Country,Age_Group,Gender,Daily_Screen_Time_Hours,Peak_Viewing_Hour,Content_Category,Device_Type,Subscription_Type,Platform,Weekly_Sessions,Average_Session_Duration_Minutes,Number_of_Platforms_Used,Internet_Connection,Content_Language_Preference,Binge_Watch_Frequency
Saudi Arabia,Children,Female,High,22,Documentary,Tablet,Free,YouTube,16,28,5,Broadband,Korean,Multiple Times Per Week
Bangladesh,Young Adults,Male,High,22,Drama,Mobile,Basic,Netflix,22,68,3,Fiber,Hindi,Never
Colombia,Children,Female,High,20,Animation,Desktop,Standard,YouTube,18,41,3,Fiber,Chinese,Monthly
Indonesia,Adults,Male,High,18,Action,Smart TV,Basic,YouTube,14,40,2,5G,Korean,Never
Turkey,Young Adults,Male,High,19,Documentary,Tablet,Standard,Amazon Prime Video,24,56,2,4G LTE,English,Multiple Times Per Week
Kenya,Adults,Male,High,22,Comedy,Mobile,Free,Disney+,20,43,2,Fiber,Japanese,Daily
Italy,Adults,Female,Moderate,19,Action,Mobile,Standard,Instagram,14,33,2,ADSL,German,2-3 Times Per Week
Brazil,Adults,Male,High,22,Sci-Fi,Tablet,Premium,Instagram,14,21,3,5G,German,Monthly
Norway,Children,Female,High,23,Sci-Fi,Tablet,Standard,Disney+,17,55,4,ADSL,German,Multiple Times Per Week
Ethiopia,Adults,Male,Moderate,18,Documentary,Tablet,Premium,Disney+,16,52,1,Broadband,French,Daily
Chile,Adults,Female,High,19,Horror,Mobile,Free,Disney+,11,50,3,Broadband,Spanish,2-3 Times Per Week
Norway,Young Adults,Male,High,21,Drama,Smart TV,Standard,Netflix,20,52,4,Broadband,Portuguese,Multiple Times Per Week
Belgium,Children,Male,High,22,Comedy,Desktop,Free,Disney+,18,49,3,Broadband,German,Weekly
Ghana,Children,Male,High,19,Documentary,Mobile,Standard,Instagram,19,37,1,Fiber,Chinese,Daily
Saudi Arabia,Adults,Female,Moderate,19,Sci-Fi,Mobile,Free,Netflix,11,68,4,Fiber,English,2-3 Times Per Week
China,Adults,Male,Moderate,21,Comedy,Smart TV,Premium,Disney+,9,50,4,Fiber,Hindi,Multiple Times Per Week
Argentina,Adults,Male,High,19,Sci-Fi,Desktop,Basic,Amazon Prime Video,18,60,4,5G,Japanese,Weekly
Indonesia,Children,Male,High,21,Romance,Desktop,Basic,Amazon Prime Video,18,56,3,5G,German,Monthly
Australia,Adults,Female,Moderate,20,Sports,Mobile,Standard,YouTube,9,44,2,4G LTE,Arabic,Multiple Times Per Week
Pakistan,Young Adults,Male,High,22,Comedy,Mobile,Standard,YouTube,24,32,1,4G LTE,Portuguese,Weekly
Colombia,Adults,Female,High,22,Romance,Smart TV,Standard,Disney+,16,58,3,4G LTE,German,Weekly
Colombia,Adults,Female,High,22,Sports,Smart TV,Free,Netflix,19,62,3,Broadband,Hindi,Daily
Canada,Adults,Female,High,19,Thriller,Tablet,Free,Disney+,14,48,5,4G LTE,French,Daily
South Korea,Adults,Male,Moderate,23,Romance,Desktop,Basic,Netflix,14,66,3,5G,Korean,Daily
Peru,Adults,Female,High,20,Thriller,Mobile,Basic,Amazon Prime Video,10,61,2,Fiber,English,Multiple Times Per Week
Netherlands,Adults,Male,Moderate,18,Comedy,Tablet,Basic,Amazon Prime Video,12,42,2,4G LTE,Hindi,Never
Morocco,Children,Female,High,18,Comedy,Desktop,Standard,Amazon Prime Video,20,54,4,ADSL,Japanese,Never
United Arab Emirates,Young Adults,Male,High,22,Action,Mobile,Standard,Disney+,22,45,4,ADSL,Arabic,Weekly
Morocco,Children,Female,High,23,Action,Tablet,Premium,Instagram,17,34,4,Broadband,Hindi,2-3 Times Per Week
Pakistan,Adults,Male,Moderate,18,Animation,Smart TV,Free,Instagram,8,22,1,Broadband,Hindi,Monthly
Japan,Adults,Female,Moderate,20,Sci-Fi,Desktop,Free,Netflix,17,61,2,4G LTE,Chinese,Weekly
Belgium,Adults,Female,High,21,Drama,Desktop,Free,Netflix,22,51,5,4G LTE,Portuguese,Monthly
Thailand,Children,Female,High,23,Romance,Tablet,Basic,Instagram,19,26,4,Fiber,Spanish,2-3 Times Per Week
Indonesia,Young Adults,Male,High,18,Thriller,Tablet,Premium,YouTube,22,41,2,Fiber,Spanish,Daily
Norway,Children,Male,High,18,Thriller,Mobile,Basic,Disney+,18,64,3,Broadband,Spanish,Monthly
United Arab Emirates,Young Adults,Female,High,20,Romance,Smart TV,Standard,Instagram,24,38,2,Broadband,French,2-3 Times Per Week
United Kingdom,Adults,Male,Moderate,20,Action,Desktop,Basic,YouTube,12,26,4,ADSL,French,Weekly
Argentina,Adults,Female,High,18,Sports,Smart TV,Premium,TikTok,8,19,2,5G,Hindi,Monthly
Indonesia,Adults,Female,High,20,Drama,Mobile,Free,Disney+,8,58,3,ADSL,Hindi,2-3 Times Per Week
South Korea,Adults,Male,Moderate,18,Animation,Tablet,Free,Amazon Prime Video,20,47,5,Fiber,Arabic,Weekly
Spain,Adults,Female,Moderate,23,Animation,Desktop,Basic,Netflix,9,62,4,Broadband,Chinese,2-3 Times Per Week
Indonesia,Adults,Male,High,18,Romance,Tablet,Standard,Instagram,18,27,4,4G LTE,Portuguese,Daily
Ethiopia,Young Adults,Female,High,22,Romance,Tablet,Free,Amazon Prime Video,24,61,1,ADSL,French,Daily
Vietnam,Children,Female,High,22,Comedy,Desktop,Free,Amazon Prime Video,16,52,4,ADSL,French,Never
South Africa,Adults,Female,High,21,Animation,Mobile,Free,TikTok,14,24,3,ADSL,Korean,Multiple Times Per Week
Belgium,Adults,Male,Moderate,21,Horror,Smart TV,Basic,YouTube,17,34,2,4G LTE,Korean,Weekly
Turkey,Adults,Male,High,21,Thriller,Desktop,Premium,Amazon Prime Video,17,55,3,Fiber,Japanese,Multiple Times Per Week
Chile,Adults,Male,High,20,Sports,Mobile,Premium,Netflix,11,49,3,Broadband,Portuguese,Weekly
Malaysia,Adults,Male,High,23,Sci-Fi,Mobile,Basic,TikTok,13,32,3,Fiber,Japanese,Never
Colombia,Young Adults,Male,High,23,Comedy,Desktop,Premium,TikTok,20,42,3,4G LTE,Spanish,2-3 Times Per Week
Italy,Adults,Female,Moderate,20,Animation,Mobile,Basic,Netflix,14,65,3,5G,French,Monthly
Canada,Young Adults,Male,High,21,Thriller,Smart TV,Standard,Instagram,20,28,3,5G,Korean,Multiple Times Per Week
India,Children,Male,High,22,Thriller,Tablet,Free,Netflix,17,57,2,Broadband,French,Multiple Times Per Week
Sweden,Adults,Male,Moderate,20,Sci-Fi,Desktop,Premium,TikTok,10,19,3,ADSL,Chinese,Daily
Saudi Arabia,Young Adults,Female,High,18,Sci-Fi,Desktop,Standard,Amazon Prime Video,21,43,2,4G LTE,English,2-3 Times Per Week
United Kingdom,Children,Male,High,21,Documentary,Tablet,Standard,Amazon Prime Video,19,48,4,ADSL,Korean,Weekly
Australia,Adults,Female,High,21,Drama,Tablet,Basic,Instagram,14,24,2,Broadband,English,Multiple Times Per Week
Spain,Young Adults,Female,High,18,Animation,Smart TV,Basic,YouTube,21,48,3,4G LTE,Arabic,Weekly
Tunisia,Adults,Male,High,23,Comedy,Mobile,Premium,Amazon Prime Video,20,56,1,ADSL,French,2-3 Times Per Week
Brazil,Young Adults,Male,High,22,Sports,Tablet,Basic,Instagram,20,36,3,Broadband,Portuguese,Never
Italy,Adults,Male,High,21,Sci-Fi,Desktop,Basic,Instagram,22,37,3,Fiber,German,Weekly
Peru,Adults,Male,High,22,Animation,Tablet,Basic,TikTok,19,25,2,4G LTE,English,Monthly
United Kingdom,Adults,Male,Moderate,20,Romance,Tablet,Premium,TikTok,9,20,4,Fiber,Japanese,Daily
Nigeria,Young Adults,Female,High,22,Sports,Smart TV,Free,Disney+,21,59,2,4G LTE,German,Never
United Arab Emirates,Adults,Female,Moderate,21,Comedy,Smart TV,Standard,Amazon Prime Video,12,55,5,4G LTE,English,2-3 Times Per Week
Egypt,Adults,Female,High,21,Comedy,Tablet,Basic,Disney+,20,48,3,ADSL,Portuguese,Multiple Times Per Week
Ethiopia,Adults,Male,Moderate,21,Comedy,Mobile,Free,Amazon Prime Video,13,65,1,4G LTE,Spanish,Never
Colombia,Adults,Male,High,19,Comedy,Smart TV,Standard,Amazon Prime Video,9,51,3,Broadband,Portuguese,2-3 Times Per Week
India,Adults,Male,High,22,Action,Desktop,Premium,TikTok,21,33,1,4G LTE,Arabic,Multiple Times Per Week
Colombia,Young Adults,Male,High,21,Animation,Mobile,Basic,Disney+,22,44,3,4G LTE,Arabic,Multiple Times Per Week
Israel,Adults,Male,High,19,Sports,Smart TV,Basic,Amazon Prime Video,22,56,5,5G,English,Weekly
Turkey,Children,Female,High,23,Comedy,Mobile,Free,Netflix,16,69,3,4G LTE,Korean,Multiple Times Per Week
Chile,Adults,Male,High,23,Sports,Mobile,Free,YouTube,18,44,3,Broadband,Japanese,2-3 Times Per Week
Saudi Arabia,Adults,Male,High,22,Documentary,Smart TV,Standard,TikTok,21,27,4,Fiber,Japanese,Daily
United Kingdom,Children,Male,High,19,Sci-Fi,Desktop,Standard,Instagram,18,38,4,5G,French,Monthly
Nigeria,Young Adults,Female,High,18,Documentary,Desktop,Basic,Amazon Prime Video,21,66,3,5G,Hindi,Never
Spain,Adults,Male,High,21,Drama,Desktop,Standard,Disney+,22,41,3,Broadband,Japanese,Never
Peru,Adults,Male,High,19,Horror,Tablet,Basic,Amazon Prime Video,8,47,1,Fiber,English,Monthly
Sweden,Adults,Female,High,19,Documentary,Mobile,Basic,YouTube,17,38,4,ADSL,Korean,Never
Saudi Arabia,Children,Male,High,19,Sports,Smart TV,Basic,Amazon Prime Video,20,59,3,ADSL,Japanese,Never
Chile,Adults,Female,High,22,Romance,Tablet,Free,Instagram,22,17,2,4G LTE,Hindi,Never
Colombia,Adults,Male,High,20,Action,Smart TV,Free,Netflix,10,47,3,5G,French,2-3 Times Per Week
Germany,Children,Female,High,23,Action,Mobile,Free,Amazon Prime Video,18,56,2,Fiber,Chinese,Weekly
Israel,Children,Male,High,21,Sci-Fi,Smart TV,Standard,TikTok,16,19,5,Broadband,Spanish,Weekly
Peru,Children,Female,High,19,Thriller,Desktop,Premium,TikTok,16,27,2,4G LTE,Chinese,2-3 Times Per Week
United Arab Emirates,Adults,Female,High,23,Animation,Smart TV,Free,TikTok,21,27,4,Fiber,Spanish,Daily
Colombia,Adults,Male,High,18,Action,Tablet,Free,YouTube,20,43,4,Broadband,English,Monthly
South Korea,Adults,Male,Moderate,20,Documentary,Smart TV,Premium,Amazon Prime Video,21,44,4,5G,Korean,Never
India,Adults,Female,High,21,Thriller,Desktop,Free,YouTube,13,41,3,ADSL,German,Monthly
South Korea,Children,Male,Moderate,18,Drama,Tablet,Free,Disney+,20,45,4,5G,German,Daily
France,Young Adults,Female,High,19,Documentary,Smart TV,Basic,YouTube,23,48,3,4G LTE,Korean,Monthly
United Arab Emirates,Adults,Male,Moderate,22,Sci-Fi,Smart TV,Basic,Netflix,8,56,3,Fiber,Portuguese,Monthly
Chile,Children,Female,High,21,Sci-Fi,Mobile,Basic,Instagram,19,17,2,Broadband,Hindi,Daily
South Korea,Young Adults,Female,High,20,Comedy,Mobile,Standard,Netflix,22,45,4,ADSL,German,Monthly
Egypt,Children,Female,High,18,Romance,Desktop,Standard,Amazon Prime Video,20,59,2,5G,French,Weekly
Vietnam,Adults,Female,Moderate,23,Horror,Desktop,Standard,Netflix,8,68,2,ADSL,Chinese,Never
Nigeria,Children,Female,High,20,Documentary,Desktop,Standard,Netflix,16,61,3,Fiber,Hindi,Monthly
Indonesia,Children,Male,High,19,Thriller,Tablet,Standard,TikTok,17,42,3,4G LTE,Chinese,Never
Nigeria,Young Adults,Female,High,18,Drama,Tablet,Standard,Disney+,23,48,2,ADSL,French,Never
Italy,Adults,Female,Moderate,20,Animation,Desktop,Free,TikTok,14,39,4,5G,Hindi,Monthly
Qatar,Children,Female,High,22,Documentary,Tablet,Standard,Disney+,19,55,4,Fiber,French,Weekly
Nigeria,Adults,Female,Moderate,20,Documentary,Smart TV,Free,Amazon Prime Video,11,42,1,Broadband,French,Multiple Times Per Week
France,Adults,Male,Moderate,21,Animation,Mobile,Basic,TikTok,11,25,2,Fiber,German,Monthly
Philippines,Adults,Female,High,21,Animation,Smart TV,Standard,Amazon Prime Video,11,65,2,5G,Spanish,2-3 Times Per Week
Bangladesh,Young Adults,Female,High,23,Animation,Smart TV,Standard,YouTube,20,32,1,Fiber,Spanish,2-3 Times Per Week
Malaysia,Adults,Female,High,19,Romance,Desktop,Basic,Amazon Prime Video,11,54,2,4G LTE,Arabic,Daily
United States,Adults,Male,High,20,Sports,Tablet,Basic,Amazon Prime Video,16,53,5,Fiber,Spanish,Never
Ghana,Adults,Male,Moderate,22,Comedy,Smart TV,Basic,Instagram,12,37,2,4G LTE,Korean,Never
Chile,Children,Female,High,21,Action,Desktop,Free,TikTok,17,34,3,5G,Chinese,Weekly
United States,Children,Female,High,21,Action,Smart TV,Free,Netflix,16,51,4,Broadband,Japanese,2-3 Times Per Week
Vietnam,Children,Male,High,22,Comedy,Mobile,Standard,Instagram,17,18,4,5G,Japanese,2-3 Times Per Week
Ghana,Adults,Female,High,22,Thriller,Mobile,Standard,Amazon Prime Video,20,61,1,4G LTE,Japanese,Daily
France,Adults,Male,Moderate,20,Horror,Mobile,Basic,TikTok,11,31,4,Fiber,French,Monthly
Saudi Arabia,Adults,Female,High,18,Documentary,Tablet,Premium,TikTok,14,38,3,5G,German,Monthly
Indonesia,Children,Female,High,21,Horror,Smart TV,Basic,YouTube,18,42,3,Broadband,Japanese,2-3 Times Per Week
Mexico,Adults,Female,High,19,Documentary,Tablet,Premium,Netflix,17,55,2,5G,Japanese,Monthly
Chile,Adults,Female,High,23,Comedy,Mobile,Free,YouTube,14,47,3,Broadband,Korean,Daily
Spain,Children,Male,High,19,Drama,Tablet,Free,Netflix,17,64,4,4G LTE,Korean,2-3 Times Per Week
France,Children,Male,High,22,Action,Smart TV,Standard,TikTok,16,37,3,Broadband,French,Multiple Times Per Week
Japan,Children,Male,Moderate,20,Sports,Mobile,Free,TikTok,20,40,2,Fiber,Arabic,Weekly
Morocco,Children,Female,High,20,Drama,Desktop,Free,Instagram,16,17,3,Fiber,Arabic,Monthly
India,Adults,Male,High,22,Drama,Tablet,Basic,Netflix,21,68,2,Fiber,Chinese,Monthly
United Kingdom,Young Adults,Male,High,19,Sci-Fi,Mobile,Premium,Instagram,23,37,4,Fiber,Japanese,Monthly
Mexico,Adults,Female,High,18,Romance,Mobile,Standard,TikTok,19,36,3,5G,Japanese,Monthly
Nigeria,Adults,Male,Moderate,23,Horror,Tablet,Free,TikTok,14,21,2,4G LTE,English,Monthly
Thailand,Adults,Female,Moderate,21,Documentary,Smart TV,Free,YouTube,12,32,2,ADSL,Korean,Never
Qatar,Adults,Female,High,22,Sci-Fi,Smart TV,Free,TikTok,22,42,3,4G LTE,English,Multiple Times Per Week
Australia,Adults,Male,High,21,Animation,Tablet,Free,TikTok,14,41,4,5G,Arabic,Never
South Africa,Young Adults,Male,High,21,Sports,Mobile,Basic,Disney+,21,54,4,4G LTE,Japanese,Monthly
Chile,Adults,Male,High,18,Horror,Tablet,Basic,Disney+,20,40,3,4G LTE,Hindi,Weekly
Pakistan,Adults,Male,Moderate,23,Sci-Fi,Desktop,Premium,TikTok,10,19,3,4G LTE,German,2-3 Times Per Week
Australia,Adults,Male,Moderate,22,Sci-Fi,Tablet,Basic,YouTube,11,37,4,ADSL,French,Monthly
Pakistan,Adults,Male,High,21,Sci-Fi,Mobile,Premium,Amazon Prime Video,21,61,3,Fiber,French,Weekly
Netherlands,Adults,Male,High,21,Sports,Smart TV,Basic,Amazon Prime Video,22,62,3,5G,English,Weekly
South Africa,Adults,Male,High,20,Sci-Fi,Tablet,Free,Disney+,18,40,4,Fiber,English,Weekly
United Arab Emirates,Children,Female,High,18,Action,Mobile,Basic,TikTok,16,18,3,5G,Portuguese,Never
Thailand,Children,Male,High,21,Documentary,Tablet,Standard,Disney+,18,57,4,Fiber,Portuguese,Monthly
Israel,Adults,Female,High,19,Sci-Fi,Smart TV,Basic,Disney+,21,54,3,ADSL,German,2-3 Times Per Week
Bangladesh,Young Adults,Female,High,23,Romance,Smart TV,Standard,YouTube,23,45,1,ADSL,French,Monthly
United States,Children,Male,High,23,Animation,Mobile,Free,Disney+,16,43,5,Broadband,Portuguese,Multiple Times Per Week
Philippines,Adults,Male,High,22,Animation,Desktop,Premium,Instagram,14,35,3,Broadband,Chinese,Multiple Times Per Week
South Korea,Adults,Female,Moderate,18,Animation,Smart TV,Free,YouTube,22,25,4,ADSL,English,2-3 Times Per Week
Saudi Arabia,Children,Female,High,19,Horror,Smart TV,Basic,TikTok,17,28,4,ADSL,Portuguese,Daily
Canada,Adults,Female,High,19,Comedy,Smart TV,Basic,Instagram,15,18,4,4G LTE,French,Never
Netherlands,Adults,Male,High,19,Drama,Tablet,Free,Instagram,16,18,3,ADSL,Chinese,2-3 Times Per Week
Malaysia,Children,Male,High,20,Thriller,Desktop,Basic,TikTok,20,19,4,Broadband,Chinese,Daily
Tunisia,Children,Male,High,18,Thriller,Mobile,Premium,Instagram,17,31,2,4G LTE,Hindi,Never
United Kingdom,Adults,Male,Moderate,20,Drama,Desktop,Premium,YouTube,13,45,2,ADSL,English,Never
Sweden,Young Adults,Female,High,21,Comedy,Desktop,Standard,Amazon Prime Video,23,52,5,4G LTE,Hindi,Daily
Kenya,Children,Male,High,20,Animation,Mobile,Basic,Amazon Prime Video,18,49,1,ADSL,Chinese,Monthly
Ghana,Adults,Male,High,23,Thriller,Smart TV,Basic,TikTok,20,36,2,5G,Spanish,Never
Netherlands,Young Adults,Female,High,23,Comedy,Mobile,Premium,Instagram,21,32,4,ADSL,Hindi,2-3 Times Per Week
Argentina,Children,Male,High,21,Sports,Desktop,Basic,YouTube,18,26,3,5G,Japanese,Never
Netherlands,Children,Male,High,18,Drama,Smart TV,Standard,Netflix,19,49,4,ADSL,German,Monthly
Italy,Young Adults,Male,High,19,Horror,Tablet,Premium,Instagram,21,28,4,Broadband,Korean,Monthly
Mexico,Adults,Female,High,23,Sports,Tablet,Basic,Amazon Prime Video,12,46,4,4G LTE,German,Never
United Arab Emirates,Children,Female,High,20,Documentary,Smart TV,Free,Amazon Prime Video,17,48,3,Broadband,German,Multiple Times Per Week
Norway,Children,Female,High,20,Romance,Tablet,Standard,Amazon Prime Video,19,51,5,Broadband,Spanish,Multiple Times Per Week
Italy,Adults,Female,Moderate,19,Thriller,Mobile,Basic,Netflix,8,46,4,Broadband,German,Multiple Times Per Week
Tunisia,Adults,Male,Moderate,21,Sci-Fi,Mobile,Basic,Instagram,11,30,3,Fiber,Hindi,Daily
Spain,Adults,Male,High,23,Romance,Desktop,Standard,Disney+,18,42,2,5G,Arabic,2-3 Times Per Week
India,Children,Male,High,21,Animation,Mobile,Premium,Disney+,18,50,1,4G LTE,Arabic,Weekly
Turkey,Children,Female,High,18,Action,Desktop,Premium,Instagram,19,19,3,ADSL,Arabic,Monthly
Turkey,Young Adults,Female,High,21,Action,Smart TV,Premium,TikTok,23,27,4,4G LTE,Chinese,Multiple Times Per Week
Italy,Young Adults,Female,High,18,Thriller,Mobile,Basic,Instagram,24,22,3,5G,Chinese,Weekly
Ethiopia,Young Adults,Female,High,20,Animation,Desktop,Basic,Netflix,22,46,1,ADSL,Korean,Daily
Indonesia,Adults,Female,High,21,Horror,Smart TV,Standard,TikTok,14,25,2,5G,French,Daily
Tunisia,Young Adults,Female,High,21,Documentary,Smart TV,Basic,Disney+,21,63,1,Fiber,Portuguese,Monthly
Vietnam,Adults,Female,High,23,Action,Mobile,Basic,Netflix,22,49,2,ADSL,Hindi,Multiple Times Per Week
Canada,Adults,Female,High,19,Sci-Fi,Smart TV,Basic,Netflix,16,65,3,ADSL,Portuguese,Multiple Times Per Week
Chile,Adults,Male,High,21,Sci-Fi,Smart TV,Premium,Amazon Prime Video,22,57,3,ADSL,Chinese,Weekly
Spain,Adults,Male,High,22,Romance,Mobile,Free,YouTube,15,46,4,Broadband,Portuguese,2-3 Times Per Week
United States,Adults,Female,High,22,Romance,Desktop,Standard,Amazon Prime Video,20,65,4,ADSL,Hindi,Weekly
Philippines,Adults,Female,High,23,Horror,Smart TV,Standard,Netflix,11,63,3,4G LTE,French,Daily
Colombia,Adults,Female,High,22,Sci-Fi,Mobile,Standard,TikTok,9,19,3,Broadband,English,Never
Belgium,Children,Female,High,20,Thriller,Smart TV,Free,Netflix,16,45,3,Fiber,Portuguese,2-3 Times Per Week
Peru,Adults,Female,High,19,Comedy,Tablet,Premium,Disney+,9,64,3,4G LTE,Portuguese,2-3 Times Per Week
Vietnam,Children,Male,High,19,Documentary,Desktop,Basic,TikTok,19,32,3,Fiber,Arabic,Monthly
Japan,Adults,Male,Moderate,19,Sci-Fi,Smart TV,Free,YouTube,17,46,3,5G,Portuguese,Multiple Times Per Week
Thailand,Adults,Male,Moderate,21,Horror,Tablet,Standard,Disney+,11,53,2,Fiber,Spanish,Multiple Times Per Week
Tunisia,Adults,Male,High,19,Horror,Tablet,Free,Netflix,13,69,2,4G LTE,Spanish,2-3 Times Per Week
Mexico,Children,Male,High,21,Thriller,Desktop,Standard,Instagram,20,22,4,ADSL,Portuguese,Daily
Ghana,Children,Male,High,21,Sci-Fi,Smart TV,Premium,YouTube,20,39,3,4G LTE,Arabic,2-3 Times Per Week
Belgium,Adults,Female,Moderate,19,Drama,Mobile,Free,TikTok,14,19,4,Fiber,German,Never
Bangladesh,Adults,Female,Moderate,18,Sci-Fi,Desktop,Premium,YouTube,8,43,2,4G LTE,French,Never
Colombia,Adults,Female,High,22,Documentary,Tablet,Premium,Instagram,21,36,2,Broadband,German,2-3 Times Per Week
New Zealand,Adults,Male,Moderate,18,Sports,Tablet,Premium,Instagram,10,34,2,5G,Chinese,Weekly
Thailand,Adults,Female,High,21,Thriller,Desktop,Premium,Amazon Prime Video,15,49,2,Broadband,Hindi,Never
India,Adults,Male,High,22,Documentary,Tablet,Basic,Netflix,21,53,2,ADSL,French,Daily
Colombia,Adults,Male,High,20,Romance,Tablet,Standard,Instagram,16,33,4,Broadband,French,Never
Spain,Adults,Female,High,19,Thriller,Desktop,Free,Netflix,14,55,4,ADSL,English,Daily
Turkey,Adults,Male,High,19,Drama,Desktop,Free,Amazon Prime Video,15,54,3,4G LTE,French,Weekly
Thailand,Adults,Male,Moderate,23,Documentary,Mobile,Standard,TikTok,11,25,3,Fiber,Spanish,2-3 Times Per Week
Sweden,Adults,Female,Moderate,22,Sports,Mobile,Standard,Amazon Prime Video,9,52,3,4G LTE,Spanish,2-3 Times Per Week
Australia,Adults,Female,High,20,Horror,Desktop,Free,TikTok,19,38,3,Broadband,Arabic,Never
Morocco,Adults,Male,High,19,Action,Desktop,Free,Instagram,19,21,4,Broadband,Japanese,Daily
South Africa,Adults,Male,High,22,Drama,Mobile,Standard,Disney+,22,63,3,ADSL,Portuguese,Weekly
Colombia,Adults,Female,High,20,Documentary,Tablet,Standard,Amazon Prime Video,15,66,3,Fiber,Korean,2-3 Times Per Week
Colombia,Children,Male,High,21,Horror,Mobile,Basic,YouTube,16,26,3,Fiber,French,Weekly
Thailand,Children,Female,High,22,Sports,Smart TV,Basic,Amazon Prime Video,19,46,2,Fiber,Korean,2-3 Times Per Week
Canada,Children,Female,High,18,Drama,Smart TV,Premium,YouTube,16,34,2,ADSL,Portuguese,Weekly
Tunisia,Young Adults,Male,High,19,Documentary,Tablet,Basic,YouTube,20,33,2,4G LTE,Japanese,Daily
South Africa,Adults,Male,High,19,Comedy,Desktop,Basic,Netflix,12,68,2,Broadband,Japanese,Daily
United Kingdom,Adults,Female,Moderate,23,Comedy,Smart TV,Basic,Amazon Prime Video,16,51,3,Fiber,Chinese,Monthly
Kenya,Adults,Male,High,23,Animation,Smart TV,Basic,Instagram,18,32,2,Broadband,Korean,Monthly
United Kingdom,Adults,Female,Moderate,20,Drama,Tablet,Premium,TikTok,15,40,3,Fiber,Arabic,Monthly
Peru,Young Adults,Female,High,23,Sci-Fi,Smart TV,Basic,TikTok,20,36,2,4G LTE,Japanese,Weekly
Ecuador,Adults,Female,High,20,Animation,Desktop,Premium,Disney+,14,53,2,ADSL,French,Never
United States,Young Adults,Female,High,22,Comedy,Desktop,Basic,Disney+,23,48,4,4G LTE,Portuguese,Weekly
India,Young Adults,Male,High,21,Sci-Fi,Tablet,Basic,Instagram,24,26,1,4G LTE,Korean,2-3 Times Per Week
Malaysia,Adults,Male,High,19,Action,Tablet,Standard,Instagram,19,34,5,5G,Korean,Weekly
Israel,Adults,Male,Moderate,21,Action,Smart TV,Basic,Instagram,10,19,4,Broadband,German,Daily
Egypt,Children,Male,High,21,Animation,Smart TV,Premium,Netflix,20,60,1,4G LTE,Hindi,Monthly
Saudi Arabia,Adults,Female,Moderate,22,Sci-Fi,Tablet,Standard,Disney+,11,47,5,4G LTE,Hindi,Monthly
Malaysia,Children,Male,High,21,Sports,Mobile,Basic,Instagram,20,27,3,Fiber,Portuguese,Daily
